dataset,alpha,algo,seed,chicken_violations,kernel_count,heuristic_violations,total_violations,chicken_ms,heuristic_ms
Bundestag,0.50,venus,48,50168,0,0,50168,31337,0
Bundestag,0.50,venus,47,50168,0,0,50168,31337,0
Bundestag,0.50,venus,49,50168,0,0,50168,31337,0
Bundestag,0.50,venus,46,50168,0,0,50168,31337,0
Bundestag,0.50,venus,50,50168,0,0,50168,31337,0
Slashdot,1.00,gaia,8,0,1,43259,43259,10954,45028
Slashdot,1.00,gaia,3,0,1,42332,42332,10954,76845
Slashdot,1.00,gaia,4,0,1,42496,42496,10954,78692
Slashdot,1.00,gaia,1,0,1,42069,42069,10954,91608
Slashdot,1.00,gaia,11,0,1,42514,42514,10954,46703
Slashdot,1.00,gaia,5,0,1,42479,42479,10954,101074
Slashdot,1.00,gaia,7,0,1,43282,43282,10954,103912
Slashdot,1.00,gaia,2,0,1,42567,42567,10954,104885
Slashdot,1.00,gaia,6,0,1,42441,42441,10954,111268
Slashdot,1.00,gaia,9,0,1,44406,44406,10954,121054
Slashdot,1.00,gaia,13,0,1,42544,42544,10954,47777
Slashdot,1.00,gaia,12,0,1,43219,43219,10954,61055
Slashdot,1.00,gaia,18,0,1,42325,42325,10954,62071
Slashdot,1.00,gaia,15,0,1,42360,42360,10954,86443
Slashdot,1.00,gaia,17,0,1,42210,42210,10954,75769
Slashdot,1.00,gaia,10,0,1,44198,44198,10954,180523
Slashdot,1.00,gaia,16,0,1,42452,42452,10954,86352
Slashdot,1.00,gaia,14,0,1,42512,42512,10954,104312
Slashdot,1.00,gaia,21,0,1,42454,42454,10954,92883
Slashdot,1.00,gaia,22,0,1,42247,42247,10954,85816
Slashdot,1.00,gaia,26,0,1,42584,42584,10954,55442
Slashdot,1.00,gaia,19,0,1,43232,43232,10954,125456
Slashdot,1.00,gaia,24,0,1,42129,42129,10954,68219
Slashdot,1.00,gaia,27,0,1,42673,42673,10954,71071
Slashdot,1.00,gaia,20,0,1,42427,42427,10954,137713
Slashdot,1.00,gaia,25,0,1,43375,43375,10954,97305
Slashdot,1.00,gaia,32,0,1,42271,42271,10954,45098
Slashdot,1.00,gaia,29,0,1,42485,42485,10954,68933
Slashdot,1.00,gaia,35,0,1,42271,42271,10954,60988
Slashdot,1.00,gaia,36,0,1,42161,42161,10954,55865
Slashdot,1.00,gaia,33,0,1,42218,42218,10954,93366
Slashdot,1.00,gaia,23,0,1,43374,43374,10954,177315
Slashdot,1.00,gaia,30,0,1,43470,43470,10954,133473
Slashdot,1.00,gaia,34,0,1,44047,44047,10954,99063
Slashdot,1.00,gaia,28,0,1,43269,43269,10954,180426
Slashdot,1.00,gaia,38,0,1,44280,44280,10954,90173
Slashdot,1.00,gaia,39,0,1,42533,42533,10954,71982
Slashdot,1.00,gaia,42,0,1,42451,42451,10954,53215
Slashdot,1.00,gaia,31,0,1,42291,42291,10954,164856
Slashdot,1.00,gaia,37,0,1,44368,44368,10954,138392
Slashdot,1.00,gaia,40,0,1,44516,44516,10954,89361
Slashdot,1.00,gaia,48,0,1,42350,42350,10954,36615
Slashdot,1.00,gaia,41,0,1,44138,44138,10954,134324
Slashdot,1.00,venus,1,0,1,41978,41978,10954,54726
Slashdot,1.00,gaia,43,0,1,42539,42539,10954,124322
Slashdot,1.00,venus,2,0,1,43138,43138,10954,60534
Slashdot,1.00,gaia,46,0,1,43425,43425,10954,133696
Slashdot,1.00,gaia,44,0,1,43304,43304,10954,180337
Slashdot,1.00,venus,3,0,1,42211,42211,10954,64909
Slashdot,1.00,venus,5,0,1,41879,41879,10954,70389
Slashdot,1.00,gaia,49,0,1,42365,42365,10954,153233
Slashdot,1.00,gaia,45,0,1,43293,43293,10954,180358
Slashdot,1.00,venus,4,0,1,41940,41940,10954,81533
Slashdot,1.00,gaia,47,0,1,44116,44116,10954,180235
Slashdot,1.00,venus,6,0,1,41860,41860,10954,81385
Slashdot,1.00,gaia,50,0,1,43838,43838,10954,162646
Slashdot,1.00,venus,8,0,1,42076,42076,10954,57846
Slashdot,1.00,venus,7,0,1,42055,42055,10954,86828
Slashdot,1.00,venus,9,0,1,42042,42042,10954,61103
Slashdot,1.00,venus,12,0,1,43159,43159,10954,63864
Slashdot,1.00,venus,10,0,1,41847,41847,10954,80776
Slashdot,1.00,venus,13,0,1,43066,43066,10954,84632
Slashdot,1.00,venus,15,0,1,42077,42077,10954,67565
Slashdot,1.00,venus,16,0,1,41896,41896,10954,72577
Slashdot,1.00,venus,11,0,1,43187,43187,10954,103863
Slashdot,1.00,venus,18,0,1,42129,42129,10954,63689
Slashdot,1.00,venus,19,0,1,41980,41980,10954,67883
Slashdot,1.00,venus,14,0,1,43254,43254,10954,96596
Slashdot,1.00,venus,20,0,1,41950,41950,10954,53762
Slashdot,1.00,venus,21,0,1,42070,42070,10954,49059
Slashdot,1.00,venus,17,0,1,41952,41952,10954,93374
Slashdot,1.00,venus,24,0,1,43080,43080,10954,39522
Slashdot,1.00,venus,25,0,1,42022,42022,10954,54334
Slashdot,1.00,venus,23,0,1,41951,41951,10954,83210
Slashdot,1.00,venus,22,0,1,43505,43505,10954,91403
Slashdot,1.00,venus,26,0,1,41929,41929,10954,83713
Slashdot,1.00,venus,27,0,1,41832,41832,10954,82037
Slashdot,1.00,venus,30,0,1,43081,43081,10954,78729
Slashdot,1.00,venus,29,0,1,41849,41849,10954,93561
Slashdot,1.00,venus,32,0,1,42035,42035,10954,74684
Slashdot,1.00,venus,33,0,1,41874,41874,10954,64403
Slashdot,1.00,venus,28,0,1,42095,42095,10954,113124
Slashdot,1.00,venus,31,0,1,41838,41838,10954,93658
Slashdot,1.00,venus,34,0,1,43245,43245,10954,69760
Slashdot,1.00,venus,37,0,1,43302,43302,10954,77376
Slashdot,1.00,venus,35,0,1,41851,41851,10954,93862
Slashdot,1.00,venus,43,0,1,41911,41911,10954,62898
Slashdot,1.00,venus,38,0,1,41853,41853,10954,91766
Slashdot,1.00,venus,39,0,1,43094,43094,10954,85256
Slashdot,1.00,venus,42,0,1,41837,41837,10954,71525
Slashdot,1.00,venus,41,0,1,42090,42090,10954,76879
Slashdot,1.00,venus,36,0,1,42110,42110,10954,109678
Slashdot,1.00,venus,40,0,1,42064,42064,10954,88606
Slashdot,1.00,venus,44,0,1,42023,42023,10954,64529
Slashdot,1.00,venus,46,0,1,42069,42069,10954,53517
Slashdot,1.00,venus,50,0,1,42074,42074,10954,31391
Slashdot,1.00,venus,49,0,1,41903,41903,10954,31570
Slashdot,1.00,venus,47,0,1,43073,43073,10954,43778
Slashdot,1.00,venus,48,0,1,41887,41887,10954,40800
Slashdot,1.00,venus,45,0,1,41887,41887,10954,66361
Slashdot,0.90,gaia,4,5453,1,33386,38839,13014,37833
Slashdot,0.90,gaia,6,5453,1,33477,38930,13014,38924
Slashdot,0.90,gaia,8,5453,1,33428,38881,13014,44031
Slashdot,0.90,gaia,3,5453,1,33661,39114,13014,46195
Slashdot,0.90,gaia,9,5453,1,33625,39078,13014,49372
Slashdot,0.90,gaia,7,5453,1,33804,39257,13014,54795
Slashdot,0.90,gaia,1,5453,1,33406,38859,13014,58286
Slashdot,0.90,gaia,11,5453,1,34019,39472,13014,28941
Slashdot,0.90,gaia,10,5453,1,40771,46224,13014,69570
Slashdot,0.90,gaia,14,5453,1,33698,39151,13014,32452
Slashdot,0.90,gaia,16,5453,1,33764,39217,13014,27960
Slashdot,0.90,gaia,15,5453,1,33800,39253,13014,50815
Slashdot,0.90,gaia,5,5453,1,33442,38895,13014,103659
Slashdot,0.90,gaia,12,5453,1,35346,40799,13014,70256
Slashdot,0.90,gaia,17,5453,1,33567,39020,13014,52649
Slashdot,0.90,gaia,20,5453,1,33618,39071,13014,44926
Slashdot,0.90,gaia,2,5453,1,40437,45890,13014,123638
Slashdot,0.90,gaia,13,5453,1,40853,46306,13014,90421
Slashdot,0.90,gaia,24,5453,1,33350,38803,13014,36697
Slashdot,0.90,gaia,19,5453,1,40691,46144,13014,78084
Slashdot,0.90,gaia,23,5453,1,40878,46331,13014,51972
Slashdot,0.90,gaia,22,5453,1,33846,39299,13014,59156
Slashdot,0.90,gaia,21,5453,1,35272,40725,13014,90664
Slashdot,0.90,gaia,27,5453,1,33594,39047,13014,54461
Slashdot,0.90,gaia,18,5453,1,34751,40204,13014,113642
Slashdot,0.90,gaia,29,5453,1,33359,38812,13014,34556
Slashdot,0.90,gaia,25,5453,1,33642,39095,13014,74415
Slashdot,0.90,gaia,28,5453,1,33472,38925,13014,62292
Slashdot,0.90,gaia,31,5453,1,33277,38730,13014,48912
Slashdot,0.90,gaia,26,5453,1,33742,39195,13014,85324
Slashdot,0.90,gaia,30,5453,1,33362,38815,13014,66823
Slashdot,0.90,gaia,35,5453,1,33652,39105,13014,57485
Slashdot,0.90,gaia,36,5453,1,33310,38763,13014,59076
Slashdot,0.90,gaia,39,5453,1,33365,38818,13014,42004
Slashdot,0.90,gaia,32,5453,1,33692,39145,13014,88250
Slashdot,0.90,gaia,33,5453,1,33292,38745,13014,83264
Slashdot,0.90,gaia,40,5453,1,33459,38912,13014,60573
Slashdot,0.90,gaia,37,5453,1,33693,39146,13014,87429
Slashdot,0.90,gaia,34,5453,1,40836,46289,13014,98640
Slashdot,0.90,gaia,41,5453,1,33551,39004,13014,74002
Slashdot,0.90,gaia,44,5453,1,33795,39248,13014,50701
Slashdot,0.90,gaia,38,5453,1,40714,46167,13014,104405
Slashdot,0.90,gaia,45,5453,1,33351,38804,13014,56346
Slashdot,0.90,gaia,48,5453,1,33727,39180,13014,31353
Slashdot,0.90,gaia,47,5453,1,33608,39061,13014,37503
Slashdot,0.90,gaia,50,5453,1,33689,39142,13014,45881
Slashdot,0.90,gaia,43,5453,1,33369,38822,13014,96583
Slashdot,0.90,venus,1,5453,1,33187,38640,13014,41964
Slashdot,0.90,venus,2,5453,1,33168,38621,13014,38685
Slashdot,0.90,gaia,46,5453,1,33690,39143,13014,90912
Slashdot,0.90,venus,3,5453,1,34040,39493,13014,50428
Slashdot,0.90,venus,5,5453,1,34053,39506,13014,48435
Slashdot,0.90,gaia,49,5453,1,40870,46323,13014,80717
Slashdot,0.90,venus,4,5453,1,33985,39438,13014,68624
Slashdot,0.90,venus,6,5453,1,33157,38610,13014,42658
Slashdot,0.90,venus,9,5453,1,33179,38632,13014,45305
Slashdot,0.90,venus,10,5453,1,33277,38730,13014,48518
Slashdot,0.90,gaia,42,5453,1,33692,39145,13014,164435
Slashdot,0.90,venus,8,5453,1,34350,39803,13014,63340
Slashdot,0.90,venus,7,5453,1,33382,38835,13014,67127
Slashdot,0.90,venus,12,5453,1,33260,38713,13014,50965
Slashdot,0.90,venus,13,5453,1,33987,39440,13014,58928
Slashdot,0.90,venus,11,5453,1,33258,38711,13014,73941
Slashdot,0.90,venus,14,5453,1,34375,39828,13014,56082
Slashdot,0.90,venus,15,5453,1,33178,38631,13014,54658
Slashdot,0.90,venus,19,5453,1,33292,38745,13014,39064
Slashdot,0.90,venus,17,5453,1,33138,38591,13014,53882
Slashdot,0.90,venus,20,5453,1,33244,38697,13014,50388
Slashdot,0.90,venus,18,5453,1,33297,38750,13014,52124
Slashdot,0.90,venus,22,5453,1,34097,39550,13014,39426
Slashdot,0.90,venus,16,5453,1,34450,39903,13014,71663
Slashdot,0.90,venus,24,5453,1,33165,38618,13014,35910
Slashdot,0.90,venus,25,5453,1,33201,38654,13014,35996
Slashdot,0.90,venus,23,5453,1,33136,38589,13014,39672
Slashdot,0.90,venus,21,5453,1,33356,38809,13014,64448
Slashdot,0.90,venus,26,5453,1,33328,38781,13014,46567
Slashdot,0.90,venus,30,5453,1,33393,38846,13014,34537
Slashdot,0.90,venus,34,5453,1,33186,38639,13014,28938
Slashdot,0.90,venus,28,5453,1,33164,38617,13014,43728
Slashdot,0.90,venus,32,5453,1,33209,38662,13014,34226
Slashdot,0.90,venus,27,5453,1,33404,38857,13014,49632
Slashdot,0.90,venus,31,5453,1,33200,38653,13014,44517
Slashdot,0.90,venus,29,5453,1,33206,38659,13014,56838
Slashdot,0.90,venus,33,5453,1,33224,38677,13014,51116
Slashdot,0.90,venus,41,5453,1,33574,39027,13014,35604
Slashdot,0.90,venus,38,5453,1,33232,38685,13014,38651
Slashdot,0.90,venus,37,5453,1,33157,38610,13014,50380
Slashdot,0.90,venus,35,5453,1,34047,39500,13014,69962
Slashdot,0.90,venus,43,5453,1,33258,38711,13014,32563
Slashdot,0.90,venus,40,5453,1,33612,39065,13014,49093
Slashdot,0.90,venus,36,5453,1,33621,39074,13014,62030
Slashdot,0.90,venus,39,5453,1,34397,39850,13014,56596
Slashdot,0.90,venus,42,5453,1,33197,38650,13014,53828
Slashdot,0.90,venus,44,5453,1,33208,38661,13014,37013
Slashdot,0.90,venus,47,5453,1,33150,38603,13014,25562
Slashdot,0.90,venus,46,5453,1,33453,38906,13014,33361
Slashdot,0.90,venus,50,5453,1,33236,38689,13014,23752
Slashdot,0.90,venus,45,5453,1,33209,38662,13014,36890
Slashdot,0.90,venus,48,5453,1,33295,38748,13014,36396
Slashdot,0.90,venus,49,5453,1,33147,38600,13014,39990
Slashdot,0.80,gaia,4,18093,1,21021,39114,14388,22659
Slashdot,0.80,gaia,9,18093,1,20811,38904,14388,23161
Slashdot,0.80,gaia,6,18093,1,20453,38546,14388,23816
Slashdot,0.80,gaia,8,18093,1,22888,40981,14388,26835
Slashdot,0.80,gaia,3,18093,1,20521,38614,14388,30522
Slashdot,0.80,gaia,7,18093,1,22624,40717,14388,32602
Slashdot,0.80,gaia,2,18093,1,22657,40750,14388,34137
Slashdot,0.80,gaia,13,18093,1,23004,41097,14388,29535
Slashdot,0.80,gaia,15,18093,1,20797,38890,14388,27141
Slashdot,0.80,gaia,12,18093,1,20517,38610,14388,37076
Slashdot,0.80,gaia,10,18093,1,20504,38597,14388,65051
Slashdot,0.80,gaia,11,18093,1,22427,40520,14388,50724
Slashdot,0.80,gaia,17,18093,1,20412,38505,14388,39629
Slashdot,0.80,gaia,1,18093,1,20799,38892,14388,80702
Slashdot,0.80,gaia,19,18093,1,20497,38590,14388,25445
Slashdot,0.80,gaia,16,18093,1,20417,38510,14388,52768
Slashdot,0.80,gaia,14,18093,1,20449,38542,14388,71650
Slashdot,0.80,gaia,22,18093,1,22350,40443,14388,31869
Slashdot,0.80,gaia,24,18093,1,22995,41088,14388,28094
Slashdot,0.80,gaia,23,18093,1,22524,40617,14388,41711
Slashdot,0.80,gaia,18,18093,1,22753,40846,14388,64437
Slashdot,0.80,gaia,5,18093,1,20705,38798,14388,119104
Slashdot,0.80,gaia,20,18093,1,22773,40866,14388,61942
Slashdot,0.80,gaia,27,18093,1,20645,38738,14388,28794
Slashdot,0.80,gaia,21,18093,1,20455,38548,14388,66235
Slashdot,0.80,gaia,26,18093,1,22192,40285,14388,46884
Slashdot,0.80,gaia,25,18093,1,22663,40756,14388,50626
Slashdot,0.80,gaia,33,18093,1,20871,38964,14388,19333
Slashdot,0.80,gaia,28,18093,1,20754,38847,14388,36552
Slashdot,0.80,gaia,32,18093,1,20590,38683,14388,24832
Slashdot,0.80,gaia,30,18093,1,21020,39113,14388,30281
Slashdot,0.80,gaia,31,18093,1,20659,38752,14388,30038
Slashdot,0.80,gaia,34,18093,1,20739,38832,14388,35922
Slashdot,0.80,gaia,36,18093,1,20684,38777,14388,31912
Slashdot,0.80,gaia,37,18093,1,20727,38820,14388,36691
Slashdot,0.80,gaia,38,18093,1,22570,40663,14388,34769
Slashdot,0.80,gaia,44,18093,1,22875,40968,14388,15096
Slashdot,0.80,gaia,35,18093,1,22562,40655,14388,51933
Slashdot,0.80,gaia,42,18093,1,20521,38614,14388,37106
Slashdot,0.80,gaia,39,18093,1,20471,38564,14388,55132
Slashdot,0.80,gaia,43,18093,1,20630,38723,14388,35472
Slashdot,0.80,gaia,45,18093,1,20676,38769,14388,30892
Slashdot,0.80,gaia,40,18093,1,20446,38539,14388,59719
Slashdot,0.80,gaia,29,18093,1,20471,38564,14388,99328
Slashdot,0.80,gaia,46,18093,1,22690,40783,14388,32883
Slashdot,0.80,gaia,49,18093,1,20661,38754,14388,34600
Slashdot,0.80,gaia,47,18093,1,20807,38900,14388,40764
Slashdot,0.80,venus,4,18093,1,20497,38590,14388,23019
Slashdot,0.80,venus,1,18093,1,20810,38903,14388,35022
Slashdot,0.80,gaia,41,18093,1,21051,39144,14388,89186
Slashdot,0.80,venus,6,18093,1,20536,38629,14388,19518
Slashdot,0.80,gaia,50,18093,1,20498,38591,14388,45863
Slashdot,0.80,venus,2,18093,1,21083,39176,14388,42397
Slashdot,0.80,venus,5,18093,1,20330,38423,14388,38410
Slashdot,0.80,venus,7,18093,1,20758,38851,14388,29863
Slashdot,0.80,venus,3,18093,1,20488,38581,14388,46814
Slashdot,0.80,venus,8,18093,1,20722,38815,14388,20359
Slashdot,0.80,gaia,48,18093,1,20608,38701,14388,74977
Slashdot,0.80,venus,11,18093,1,20570,38663,14388,28607
Slashdot,0.80,venus,17,18093,1,20868,38961,14388,17374
Slashdot,0.80,venus,9,18093,1,20455,38548,14388,35210
Slashdot,0.80,venus,12,18093,1,20437,38530,14388,26532
Slashdot,0.80,venus,13,18093,1,20522,38615,14388,26578
Slashdot,0.80,venus,14,18093,1,20738,38831,14388,30405
Slashdot,0.80,venus,21,18093,1,20850,38943,14388,18436
Slashdot,0.80,venus,10,18093,1,20557,38650,14388,53136
Slashdot,0.80,venus,18,18093,1,20456,38549,14388,30496
Slashdot,0.80,venus,15,18093,1,20529,38622,14388,42271
Slashdot,0.80,venus,23,18093,1,20628,38721,14388,22201
Slashdot,0.80,venus,19,18093,1,20381,38474,14388,25716
Slashdot,0.80,venus,22,18093,1,20861,38954,14388,26076
Slashdot,0.80,venus,16,18093,1,20707,38800,14388,55773
Slashdot,0.80,venus,20,18093,1,20351,38444,14388,46828
Slashdot,0.80,venus,26,18093,1,20833,38926,14388,28925
Slashdot,0.80,venus,28,18093,1,20726,38819,14388,26421
Slashdot,0.80,venus,24,18093,1,20808,38901,14388,41451
Slashdot,0.80,venus,27,18093,1,20338,38431,14388,31433
Slashdot,0.80,venus,30,18093,1,20360,38453,14388,27047
Slashdot,0.80,venus,38,18093,1,20420,38513,14388,18732
Slashdot,0.80,venus,32,18093,1,21927,40020,14388,34533
Slashdot,0.80,venus,31,18093,1,20534,38627,14388,47722
Slashdot,0.80,venus,29,18093,1,20481,38574,14388,55134
Slashdot,0.80,venus,25,18093,1,20408,38501,14388,61426
Slashdot,0.80,venus,33,18093,1,20665,38758,14388,35317
Slashdot,0.80,venus,36,18093,1,20430,38523,14388,33849
Slashdot,0.80,venus,35,18093,1,20440,38533,14388,39778
Slashdot,0.80,venus,39,18093,1,20737,38830,14388,23675
Slashdot,0.80,venus,40,18093,1,20685,38778,14388,27072
Slashdot,0.80,venus,34,18093,1,20359,38452,14388,57494
Slashdot,0.80,venus,44,18093,1,20783,38876,14388,23715
Slashdot,0.80,venus,43,18093,1,20821,38914,14388,31684
Slashdot,0.80,venus,42,18093,1,20467,38560,14388,33860
Slashdot,0.80,venus,47,18093,1,20394,38487,14388,20746
Slashdot,0.80,venus,45,18093,1,20550,38643,14388,30413
Slashdot,0.80,venus,37,18093,1,20423,38516,14388,65462
Slashdot,0.80,venus,41,18093,1,20370,38463,14388,47930
Slashdot,0.80,venus,49,18093,1,20752,38845,14388,21418
Slashdot,0.80,venus,46,18093,1,20440,38533,14388,39885
Slashdot,0.80,venus,48,18093,1,20508,38601,14388,33225
Slashdot,0.80,venus,50,18093,1,20568,38661,14388,34312
Slashdot,0.70,gaia,3,34094,1,7679,41773,14597,7213
Slashdot,0.70,gaia,1,34094,1,7606,41700,14597,7497
Slashdot,0.70,gaia,2,34094,1,7622,41716,14597,8174
Slashdot,0.70,gaia,4,34094,1,7694,41788,14597,9014
Slashdot,0.70,gaia,6,34094,1,7537,41631,14597,9326
Slashdot,0.70,gaia,10,34094,1,7640,41734,14597,12954
Slashdot,0.70,gaia,5,34094,1,7465,41559,14597,13438
Slashdot,0.70,gaia,9,34094,1,7387,41481,14597,13876
Slashdot,0.70,gaia,11,34094,1,7467,41561,14597,8107
Slashdot,0.70,gaia,12,34094,1,7701,41795,14597,8073
Slashdot,0.70,gaia,13,34094,1,7499,41593,14597,7519
Slashdot,0.70,gaia,8,34094,1,7425,41519,14597,16308
Slashdot,0.70,gaia,7,34094,1,7542,41636,14597,17050
Slashdot,0.70,gaia,14,34094,1,7807,41901,14597,8565
Slashdot,0.70,gaia,15,34094,1,7639,41733,14597,11294
Slashdot,0.70,gaia,18,34094,1,7744,41838,14597,7940
Slashdot,0.70,gaia,21,34094,1,7507,41601,14597,7407
Slashdot,0.70,gaia,19,34094,1,7482,41576,14597,8092
Slashdot,0.70,gaia,22,34094,1,7559,41653,14597,8268
Slashdot,0.70,gaia,26,34094,1,7749,41843,14597,3152
Slashdot,0.70,gaia,17,34094,1,7367,41461,14597,12163
Slashdot,0.70,gaia,16,34094,1,7398,41492,14597,12716
Slashdot,0.70,gaia,24,34094,1,7718,41812,14597,12170
Slashdot,0.70,gaia,23,34094,1,7584,41678,14597,14069
Slashdot,0.70,gaia,20,34094,1,7464,41558,14597,16342
Slashdot,0.70,gaia,25,34094,1,7694,41788,14597,11521
Slashdot,0.70,gaia,30,34094,1,7761,41855,14597,7565
Slashdot,0.70,gaia,29,34094,1,7563,41657,14597,8279
Slashdot,0.70,gaia,27,34094,1,7471,41565,14597,10099
Slashdot,0.70,gaia,34,34094,1,7638,41732,14597,6310
Slashdot,0.70,gaia,31,34094,1,7528,41622,14597,12026
Slashdot,0.70,gaia,33,34094,1,7484,41578,14597,7964
Slashdot,0.70,gaia,37,34094,1,7685,41779,14597,6352
Slashdot,0.70,gaia,28,34094,1,7440,41534,14597,16134
Slashdot,0.70,gaia,38,34094,1,7693,41787,14597,7585
Slashdot,0.70,gaia,32,34094,1,7602,41696,14597,14921
Slashdot,0.70,gaia,39,34094,1,7556,41650,14597,10012
Slashdot,0.70,gaia,36,34094,1,7557,41651,14597,11413
Slashdot,0.70,gaia,43,34094,1,7629,41723,14597,6492
Slashdot,0.70,gaia,35,34094,1,7683,41777,14597,14853
Slashdot,0.70,gaia,45,34094,1,7609,41703,14597,8364
Slashdot,0.70,gaia,47,34094,1,7483,41577,14597,7231
Slashdot,0.70,gaia,44,34094,1,7657,41751,14597,11191
Slashdot,0.70,gaia,49,34094,1,7583,41677,14597,6200
Slashdot,0.70,gaia,42,34094,1,7391,41485,14597,14706
Slashdot,0.70,gaia,48,34094,1,7398,41492,14597,9631
Slashdot,0.70,gaia,40,34094,1,7722,41816,14597,16110
Slashdot,0.70,gaia,46,34094,1,7496,41590,14597,15169
Slashdot,0.70,gaia,41,34094,1,7405,41499,14597,19684
Slashdot,0.70,venus,4,34094,1,7630,41724,14597,5755
Slashdot,0.70,venus,1,34094,1,7526,41620,14597,9644
Slashdot,0.70,gaia,50,34094,1,7613,41707,14597,12106
Slashdot,0.70,venus,7,34094,1,7470,41564,14597,6349
Slashdot,0.70,venus,3,34094,1,7444,41538,14597,11423
Slashdot,0.70,venus,5,34094,1,7296,41390,14597,10678
Slashdot,0.70,venus,2,34094,1,7319,41413,14597,13037
Slashdot,0.70,venus,6,34094,1,7463,41557,14597,11289
Slashdot,0.70,venus,12,34094,1,7455,41549,14597,7349
Slashdot,0.70,venus,11,34094,1,7582,41676,14597,8007
Slashdot,0.70,venus,8,34094,1,7486,41580,14597,11799
Slashdot,0.70,venus,10,34094,1,7381,41475,14597,10377
Slashdot,0.70,venus,9,34094,1,7404,41498,14597,11219
Slashdot,0.70,venus,15,34094,1,7474,41568,14597,7018
Slashdot,0.70,venus,13,34094,1,7462,41556,14597,10521
Slashdot,0.70,venus,16,34094,1,7520,41614,14597,7583
Slashdot,0.70,venus,20,34094,1,7464,41558,14597,7837
Slashdot,0.70,venus,18,34094,1,7589,41683,14597,9723
Slashdot,0.70,venus,22,34094,1,7440,41534,14597,7442
Slashdot,0.70,venus,14,34094,1,7460,41554,14597,14102
Slashdot,0.70,venus,21,34094,1,7486,41580,14597,9088
Slashdot,0.70,venus,24,34094,1,7393,41487,14597,7778
Slashdot,0.70,venus,17,34094,1,7381,41475,14597,14683
Slashdot,0.70,venus,19,34094,1,7448,41542,14597,14069
Slashdot,0.70,venus,25,34094,1,7426,41520,14597,10776
Slashdot,0.70,venus,27,34094,1,7655,41749,14597,6230
Slashdot,0.70,venus,23,34094,1,7387,41481,14597,12708
Slashdot,0.70,venus,29,34094,1,7598,41692,14597,7432
Slashdot,0.70,venus,30,34094,1,7426,41520,14597,8038
Slashdot,0.70,venus,26,34094,1,7542,41636,14597,9724
Slashdot,0.70,venus,28,34094,1,7386,41480,14597,11066
Slashdot,0.70,venus,31,34094,1,7371,41465,14597,11370
Slashdot,0.70,venus,32,34094,1,7399,41493,14597,11129
Slashdot,0.70,venus,34,34094,1,7383,41477,14597,9688
Slashdot,0.70,venus,37,34094,1,7407,41501,14597,8116
Slashdot,0.70,venus,33,34094,1,7337,41431,14597,11601
Slashdot,0.70,venus,35,34094,1,7493,41587,14597,10446
Slashdot,0.70,venus,36,34094,1,7371,41465,14597,10219
Slashdot,0.70,venus,38,34094,1,7535,41629,14597,9804
Slashdot,0.70,venus,41,34094,1,7447,41541,14597,8339
Slashdot,0.70,venus,40,34094,1,7386,41480,14597,11064
Slashdot,0.70,venus,43,34094,1,7390,41484,14597,7347
Slashdot,0.70,venus,39,34094,1,7322,41416,14597,14099
Slashdot,0.70,venus,45,34094,1,7408,41502,14597,7470
Slashdot,0.70,venus,42,34094,1,7370,41464,14597,10983
Slashdot,0.70,venus,44,34094,1,7500,41594,14597,9821
Slashdot,0.70,venus,46,34094,1,7441,41535,14597,9089
Slashdot,0.70,venus,47,34094,1,7415,41509,14597,9571
Slashdot,0.70,venus,49,34094,1,7450,41544,14597,5417
Slashdot,0.70,venus,48,34094,1,7439,41533,14597,10003
Slashdot,0.70,venus,50,34094,1,7495,41589,14597,10172
Slashdot,0.60,gaia,2,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,5,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,4,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,6,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,7,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,1,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,11,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,9,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,8,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,12,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,13,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,10,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,3,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,14,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,15,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,17,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,16,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,18,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,20,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,22,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,21,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,19,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,24,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,23,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,26,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,25,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,27,46910,0,0,46910,14864,0
Slashdot,0.60,gaia,28,46910,0,0,46910,14864,0
