ID,Person
1038,Marianne Schieder (Schwandorf)
1039,Marie-Luise Dött
1040,Marieluise Beck (Bremen)
1041,Marina Kermer
1042,Marina Schuster
1043,Mario Brandenburg
1044,Mario Brandenburg (Südpfalz)
1045,Mario Czaja
1046,Mario Mieruch
1047,Marion Marga Herdan
1048,Marja-Liisa Völlers
1049,Mark Hauptmann
1050,Mark Helfrich
1051,Markus Frohnmaier
1052,Markus Grübel
1053,Markus Herbrand
1054,Markus Hümpfer
1055,Markus Koob
1056,Markus Kurth
1057,Markus Paschke
1058,Markus Tressel
1059,Markus Töns
1060,Markus Uhl
1061,Marlene Mortler
1062,Marlene Rupprecht (Tuchenbach)
1063,Marlene Schönberger
1064,Martin Burkert
1065,Martin Diedenhofen
1066,Martin Dörmann
1067,Martin Erwin Renner
1068,Martin Gassner-Herz
1069,Martin Gerster
1070,Martin Hebner
1071,Martin Hess
1072,Martin Hohmann
1073,Martin Kröber
1074,Martin Patzelt
1075,Martin Rabanus
1076,Martin Reichardt
1077,Martin Schulz
1078,Martin Sichert
1079,Martina Englhardt-Kopf
1080,Martina Renner
1081,Martina Stamm-Fibich
1082,Matern von Marschall
1083,Mathias Papendieck
1084,Mathias Stein
1085,Matthias Büttner
1086,Matthias David Mieves
1087,Matthias Gastel
1088,Matthias Hauer
1089,Matthias Helferich
1090,Matthias Höhn
1091,Matthias Ilgen
1092,Matthias Lietz
1093,Matthias Moosdorf
1094,Matthias Nölke
1095,Matthias Schmidt (Berlin)
1096,Matthias Seestern-Pauly
1097,Matthias W. Birkwald
1098,Matthäus Strebl
1099,Max Lucks
1100,Max Straubinger
1101,Maximilian Funke-Kaiser
1102,Maximilian Mordhorst
1103,Maximilian Mörseburg
1104,Mechthild Dyckmans
1105,Mechthild Heil
1106,Mechthild Rawert
1107,Mechthilde Wittmann
1108,Melanie Bernstein
1109,Melanie Wegling
1110,Melis Sekmen
1111,Memet Kilic
1112,Merle Spellerberg
1113,Metin Hakverdi
1114,Michael Brand
1115,Michael Brand (Fulda)
1116,Michael Breilmann
1117,Michael Donth
1118,Michael Frieser
1119,Michael Georg Link (Heilbronn)
1120,Michael Gerdes
1121,Michael Glos
1122,Michael Grosse-Brömer
1123,Michael Groß
1124,Michael Hartmann (Wackernheim)
1125,Michael Hennrich
1126,Michael Kauch
1127,Michael Kellner
1128,Michael Kießling
1129,Michael Kretschmer
1130,Michael Kruse
1131,Michael Kuffer
1132,Michael Leutert
1133,Michael Link (Heilbronn)
1134,Michael Müller
1135,Michael Roth (Heringen)
1136,Michael Sacher
1137,Michael Schlecht
1138,Michael Schrodi
1139,Michael Stübgen
1140,Michael Theurer
1141,Michael Thews
1142,Michael Vietz
1143,Michaela Engelmeier
1144,Michaela Engelmeier-Heite
1145,Michaela Noll
1146,Michel Brandt
1147,Michelle Müntefering
1148,Mike Moncsek
1149,Miriam Gruß
1150,Misbah Khan
1151,Monika Grütters
1152,Monika Lazar
1153,Moritz Oppelt
1154,Muhanad Al-Halak
1155,Nadine Heselhaus
1156,Nadine Ruf
1157,Nadine Schön
1158,Nadine Schön  (St. Wendel)
1159,Nadine Schön (St. Wendel)
1160,Nadja Sthamer
1161,Natalie Pawlik
1162,Nezahat Baradari
1163,Nico Tippelt
1164,Nicola Beer
1165,Nicolas Zippelius
1166,Nicole Bauer
1167,Nicole Bracht-Bendt
1168,Nicole Gohlke
1169,Nicole Höchst
1170,Nicole Maisch
1171,Nicole Westig
1172,Niels Annen
1173,Niema Movassat
1174,Niklas Wagener
1175,Nikolas Löbel
1176,Nils Gründer
1177,Nina Stahr
1178,Nina Warken
1179,Norbert Barthle
1180,Norbert Brackmann
1181,Norbert Geis
1182,Norbert Kleinwächter
1183,Norbert Maria Altenkamp
1184,Norbert Müller (Potsdam)
1185,Norbert Schindler
1186,Norbert Spinrath
1187,Nyke Slawik
1188,Olaf In der Beek
1189,Olaf Scholz
1190,Olav Gutting
1191,Oliver Grundmann
1192,Oliver Kaczmarek
1193,Oliver Krischer
1194,Oliver Luksic
1195,Oliver Wittke
1196,Omid Nouripour
1197,Oswin Veith
1198,Ottmar Schreiner
1199,Ottmar von Holtz
1200,Otto Fricke
1201,Parsa Marvi
1202,Pascal Kober
1203,Pascal Meiser
1204,Patricia Lips
1205,Patrick Döring
1206,Patrick Kurth (Kyffhäuser)
1207,Patrick Meinhardt
1208,Patrick Schnieder
1209,Paul Lehrieder
1210,Paul Schäfer (Köln)
1211,Paul Viktor Podolay
1212,Paul Ziemiak
1213,Peer Steinbrück
1214,Peggy Schierenbeck
1215,Peter Altmaier
1216,Peter Aumer
1217,Peter Beyer
1218,Peter Bleser
1219,Peter Boehringer
1220,Peter Felser
1221,Peter Götz
1222,Peter Heidt
1223,Peter Hintze
1224,Peter Meiwald
1225,Peter Stein
1226,Peter Stein (Rostock)
1227,Peter Weiß (Emmendingen)
1228,Peter Wichtel
1229,Petr Bystron
1230,Petra  Pau
1231,Petra Crone
1232,Petra Ernstberger
1233,Petra Hinz (Essen)
1234,Petra Merkel (Berlin)
1235,Petra Müller (Aachen)
1236,Petra Nicolaisen
1237,Petra Pau
1238,Petra Rode-Bosse
1239,Philip Krämer
1240,Philipp Amthor
1241,Philipp Graf Lerchenfeld
1242,Philipp Hartewig
1243,Philipp Mißfelder
1244,Pia Zimmermann
1245,Priska Hinz (Herborn)
1246,Rainer Arnold
1247,Rainer Brüderle
1248,Rainer Erdel
1249,Rainer Hajek
1250,Rainer Johannes Keller
1251,Rainer Semet
1252,Rainer Spiering
1253,Raju Sharma
1254,Ralf Kapschack
1255,Ralph Brinkhaus
1256,Ralph Edelhäußer
1257,Ralph Lenkert
1258,Rasha Nasr
1259,Rebecca Schamber
1260,Reem Alabali-Radovan
1261,Reginald Hanke
1262,Reiner  Deutschmann
1263,Reiner Deutschmann
1264,Reiner Meier
1265,Reinhard Grindel
1266,Reinhard Houben
1267,Reinhold Jost
1268,Reinhold Sendker
1269,Renata Alt
1270,Renate Künast
1271,René Bochmann
1272,René Röspel
1273,René Springer
1274,Ria Schröder
1275,Ricarda Lang
1276,Richard Pitterle
1277,Rita Hagl-Kehl
1278,Rita Pawelski
1279,Rita Schwarzelühr-Sutter
1280,Rita Stockhofe
1281,Robert Farle
1282,Robert Hochbaum
1283,Robin Mesarosch
1284,Robin Wagener
1285,Roderich Kiesewetter
1286,Roger Beckamp
1287,Roland Claus
1288,Rolf Hempelmann
1289,Rolf Schwanitz
1290,Roman Johannes Reusch
1291,Roman Müller-Böhm
1292,Ronald Pofalla
1293,Ronja Kemmer
1294,Ronja Schmitt
1295,Ronja Schmitt (Althengstett)
1296,Rudolf Henke
1297,Ruppert Stüwe
1298,Ruprecht Polenz
1299,Rüdiger Kruse
1300,Rüdiger Lucassen
1301,Rüdiger Veit
1302,Sabine Bätzing-Lichtenthäler
1303,Sabine Dittmar
1304,Sabine Grützmacher
1305,Sabine Leidig
1306,Sabine Leutheusser-Schnarrenberger
1307,Sabine Poschmann
1308,Sabine Stüber
1309,Sabine Weiss (Wesel I)
1310,Sabine Zimmermann
1311,Sabine Zimmermann (Zwickau)
1312,Sahra Wagenknecht
1313,Sanae Abdi
1314,Sandra Bubendorfer-Licht
1315,Sandra Weeser
1316,Sara Nanni
1317,Sarah Lahrkamp
1318,Sarah Ryglewski
1319,Sascha Müller
1320,Saskia Esken
1321,Saskia Weishaupt
1322,Schahina Gambir
1323,Sebastian Blumenthal
1324,Sebastian Brehm
1325,Sebastian Edathy
1326,Sebastian Fiedler
1327,Sebastian Hartmann
1328,Sebastian Körber
1329,Sebastian Münzenmaier
1330,Sebastian Roloff
1331,Sebastian Steineke
1332,Sepp Müller
1333,Serap Güler
1334,Serkan Tören
1335,Sevim Dagdelen
1336,Sevim Dağdelen
1337,Sibylle Laurischk
1338,Sibylle Pfeiffer
1339,Siegbert Droese
1340,Siegfried Kauder (Villingen-Schw.)
1341,Siegfried Kauder (Villingen-Schwenningen)
1342,Siegmund Ehrmann
1343,Siemtje Möller
1344,Sigmar Gabriel
1345,Sigrid Hupach
1346,Silke Launert
1347,Silvia Breher
1348,Silvia Schmidt (Eisleben)
1349,Simona Koß
1350,Simone Barrientos
1351,Simone Borchardt
1352,Sonja Amalie Steffen
1353,Sonja Eichwede
1354,Sonja Steffen
1355,Stefan Gelbhaar
1356,Stefan Keuter
1357,Stefan Liebich
1358,Stefan Müller (Erlangen)
1359,Stefan Rebmann
1360,Stefan Rouenhoff
1361,Stefan Sauer
1362,Stefan Schmidt
1363,Stefan Schwartze
1364,Stefan Seidler
1365,Stefan Wenzel
1366,Stefan Zierke
1367,Stefanie Vogelsang
1368,Steffen Bilger
1369,Steffen Bockhahn
1370,Steffen Janich
1371,Steffen Kampeter
1372,Steffen Kanitz
1373,Steffen Kotré
1374,Steffen-Claudio Lemme
1375,Steffi Lemke
1376,Stephan Albani
1377,Stephan Brandner
1378,Stephan Kühn
1379,Stephan Kühn (Dresden)
1380,Stephan Mayer (Altötting)
1381,Stephan Pilsinger
1382,Stephan Protschka
1383,Stephan Stracke
1384,Stephan Thomae
1385,Stephanie Aeffner
1386,Susann Rüthrich
1387,Susanna Karawanskij
1388,Susanne Ferschl
1389,Susanne Hennig-Wellsow
1390,Susanne Hierl
1391,Susanne Kickbusch
1392,Susanne Kieckbusch
1393,Susanne Menge
1394,Susanne Mittag
1395,Susanne Wetterich
1396,Sven Lehmann
1397,Sven Volmering
1398,Sven-Christian Kindler
1399,Svenja Schulze
1400,Svenja Stadler
1401,Swantje Henrike Michaelsen
1402,Swen Schulz (Spandau)
1403,Sybille Benning
1404,Sylvia Canel
1405,Sylvia Gabelmann
1406,Sylvia Jörrißen
1407,Sylvia Kotting-Uhl
1408,Sylvia Lehmann
1409,Sylvia Pantel
1410,Sönke Rix
1411,Sören Bartol
1412,Sören Pellmann
1413,Tabea Rößner
1414,Takis Mehmet Ali
1415,Tankred Schipanski
1416,Tessa Ganserer
1417,Thilo Hoppe
1418,Thomas Bareiß
1419,Thomas Dietz
1420,Thomas Dörflinger
1421,Thomas Ehrhorn
1422,Thomas Erndl
1423,Thomas Hacker
1424,Thomas Heilmann
1425,Thomas Hitschler
1426,Thomas Jarzombek
1427,Thomas Jurk
1428,Thomas Kossendey
1429,Thomas L. Kemmerich
1430,Thomas Lutze
1431,Thomas Mahlberg
1432,Thomas Nord
1433,Thomas Oppermann
1434,Thomas Rachel
1435,Thomas Röwekamp
1436,Thomas Seitz
1437,Thomas Silberhorn
1438,Thomas Stritzl
1439,Thomas Strobl (Heilbronn)
1440,Thomas Viesehon
1441,Thorsten Frei
1442,Thorsten Hoffmann (Dortmund)
1443,Till Mansmann
1444,Tilman Kuban
1445,Tilman Moritz Kuban
1446,Tim Klüssendorf
1447,Tim Wagner
1448,Timo Schisanowski
1449,Timon Gremmels
1450,Tina Rudolph
1451,Tina Winklmann
1452,Tino Chrupalla
1453,Tino Sorge
1454,Tobias B. Bacherle
1455,Tobias Bacherle
1456,Tobias Matthias Peterka
1457,Tobias Pflüger
1458,Tobias Winkler
1459,Tobias Zech
1460,Tom Koenigs
1461,Torbjörn Kartes
1462,Torsten Herbst
1463,Torsten Schweiger
1464,Torsten Staffeldt
1465,Uda Heller
1466,Udo Schiefner
1467,Udo Theodor Hemmelgarn
1468,Uli Grötsch
1469,Ulla Burchardt
1470,Ulla Ihnen
1471,Ulla Jelpke
1472,Ulla Lötzer
1473,Ulla Schmidt (Aachen)
1474,Ulle Schauws
1475,Ulli Nissen
1476,Ullrich Meßmer
1477,Ulrich Freese
1478,Ulrich Hampel
1479,Ulrich Kelber
1480,Ulrich Lange
1481,Ulrich Lechte
1482,Ulrich Maurer
1483,Ulrich Oehme
1484,Ulrich Petzold
1485,Ulrich Schneider
1486,Ulrike Bahr
1487,Ulrike Flach
1488,Ulrike Gottschalck
1489,Ulrike Harzer
1490,Ulrike Schielke-Ziesing
1491,Undine Kurth (Quedlinburg)
1492,Ursula Groden-Kranich
1493,Ursula Heinen-Esser
1494,Ursula Schulte
1495,Uta Zapf
1496,Ute Bertram
1497,Ute Granold
1498,Ute Koczy
1499,Ute Kumpf
1500,Ute Vogt
1501,Uwe  Kekeritz
1502,Uwe Beckmeyer
1503,Uwe Feiler
1504,Uwe Kamann
1505,Uwe Kekeritz
1506,Uwe Lagosky
1507,Uwe Schmidt
1508,Uwe Schulz
1509,Uwe Schummer
1510,Uwe Witt
1511,Valentin Abel
1512,Verena Hartmann
1513,Verena Hubertz
1514,Veronika Bellmann
1515,Victor Perli
1516,Viola von Cramon-Taubadel
1517,Volker Beck (Köln)
1518,Volker Kauder
1519,Volker Mayer-Lay
1520,Volker Mosblech
1521,Volker Münz
1522,Volkmar Klein
1523,Volkmar Vogel (Kleinsaara)
1524,Waldemar Herdt
1525,Waldemar Westermayer
1526,Waltraud Wolff (Wolmirstedt)
1527,Werner Dreibus
1528,Werner Schieder (Weiden)
1529,Werner Simmling
1530,Wiebke Papenbrock
1531,Wilfried Lorenz
1532,Wilfried Oellers
1533,Wilhelm von Gottberg
1534,Willi Brase
1535,Willi Zylajew
1536,Wolfgang  Tiefensee
1537,Wolfgang Bosbach
1538,Wolfgang Börnsen (Bönstrup)
1539,Wolfgang Gehrcke
1540,Wolfgang Gunkel
1541,Wolfgang Hellmich
1542,Wolfgang Kubicki
1543,Wolfgang Neskovic
1544,Wolfgang Tiefensee
1545,Wolfgang Wetzel
1546,Wolfgang Wiehle
1547,Wolfgang Wieland
1548,Wolfgang Zöller
1549,Xaver Jung
1550,Yannick Bury
1551,Yasmin Fahimi
1552,Ye-One Rhie
1553,Yvonne Magwas
1554,Yvonne Ploetz
1555,Zaklin Nastic
1556,Zeki Gökhan
1557,Zoe Mayer
1558,Özcan Mutlu
