instance, struct, config, seed, edge_weight,current, best_batch, best,best_plus_negative_edge_weight, epochs_since_restart, current_temp, runtime_ms
bundestag_signed.json, config_venus_chunks_10.json, clusters6.json, 1, 397497, 11737, 11736, 11736, -64804, 50, 0.04502366839841621, 6795
bundestag_signed.json, config_gaia_chunks_10.json, clusters14.json, 1, 397497, 11793, 11793, 11793, -64748, 50, 0, 7988
bundestag_signed.json, config_gaia_chunks_10.json, intervals4.json, 1, 397497, 3825, 3819, 3819, -72716, 50, 0, 4975
bundestag_signed.json, config_gaia_chunks_100.json, intervals4.json, 1, 397497, 3819, 3819, 3819, -72722, 50, 0, 5079
bundestag_signed.json, config_gaia_chunks_10.json, clusters16.json, 1, 397497, 11793, 11793, 11793, -64748, 50, 0, 8757
bundestag_signed.json, config_venus_chunks_10.json, clusters8.json, 1, 397497, 11737, 11736, 11736, -64804, 50, 0.06754225682330665, 7778
bundestag_signed.json, config_venus_chunks_10.json, clusters10.json, 1, 397497, 11736, 11736, 11736, -64805, 50, 0.06754225682330665, 8979
bundestag_signed.json, config_venus_chunks_100.json, clusters10.json, 1, 397497, 11737, 11736, 11736, -64804, 50, 0.030012777354384245, 9163
bundestag_signed.json, config_venus_chunks_10.json, clusters12.json, 1, 397497, 11736, 11736, 11736, -64805, 50, 0.04502366839841621, 9227
bundestag_signed.json, config_gaia_chunks_100.json, clusters14.json, 1, 397497, 11793, 11793, 11793, -64748, 50, 0, 9240
bundestag_signed.json, config_gaia_chunks_100.json, clusters16.json, 1, 397497, 11793, 11793, 11793, -64748, 50, 0, 9771
bundestag_signed.json, config_venus_chunks_100.json, clusters8.json, 1, 397497, 11725, 11725, 11725, -64816, 50, 0.030012777354384245, 8733
bundestag_signed.json, config_venus_chunks_100.json, clusters12.json, 1, 397497, 11736, 11736, 11736, -64805, 50, 0.06754225682330665, 10339
chess_signed.json, config_gaia_chunks_10.json, clusters2.json, 1, 32650, 9689, 9681, 9681, -3915, 50, 0, 2188
chess_signed.json, config_venus_chunks_100.json, clusters2.json, 1, 32650, 9785, 9784, 9784, -3819, 50, 0.0000000027034513552394156, 2233
bundestag_signed.json, config_gaia_chunks_100.json, intervals6.json, 1, 397497, 2694, 2694, 2694, -73847, 50, 0, 7577
bundestag_signed.json, config_gaia_chunks_100.json, intervals10.json, 1, 397497, 2665, 2665, 2665, -73876, 50, 0, 9731
chess_signed.json, config_venus_chunks_10.json, clusters2.json, 1, 32650, 9788, 9769, 9769, -3816, 50, 0.0000000008007823410173868, 2693
bundestag_signed.json, config_venus_chunks_100.json, clusters14.json, 1, 397497, 11736, 11736, 11736, -64805, 50, 0.06754225682330665, 11688
bundestag_signed.json, config_gaia_chunks_100.json, intervals12.json, 1, 397497, 2723, 2723, 2723, -73818, 50, 0, 10549
bundestag_signed.json, config_gaia_chunks_10.json, intervals12.json, 1, 397497, 2723, 2723, 2723, -73818, 50, 0, 10597
bundestag_signed.json, config_venus_chunks_10.json, clusters14.json, 1, 397497, 11737, 11736, 11736, -64804, 50, 0.06754225682330665, 11833
chess_signed.json, config_gaia_chunks_10.json, clusters10.json, 1, 32650, 9173, 9158, 9158, -4431, 50, 0, 8019
bundestag_signed.json, config_venus_chunks_100.json, clusters16.json, 1, 397497, 11793, 11793, 11793, -64748, 50, 0.030012777354384245, 12585
chess_signed.json, config_gaia_chunks_100.json, clusters2.json, 1, 32650, 9809, 9807, 9807, -3795, 50, 0, 4395
chess_signed.json, config_gaia_chunks_10.json, clusters12.json, 1, 32650, 9214, 9202, 9202, -4390, 50, 0, 7540
bundestag_signed.json, config_venus_chunks_10.json, clusters16.json, 1, 397497, 11793, 11793, 11793, -64748, 50, 0.020006517384432536, 13066
bundestag_signed.json, config_gaia_chunks_100.json, intervals14.json, 1, 397497, 11761, 11761, 11761, -64780, 50, 0, 11025
bundestag_signed.json, config_venus_chunks_10.json, intervals4.json, 1, 397497, 3820, 3819, 3819, -72721, 50, 0.0026332860742310452, 10213
chess_signed.json, config_gaia_chunks_100.json, clusters12.json, 1, 32650, 9290, 9289, 9289, -4314, 50, 0, 8481
bundestag_signed.json, config_venus_chunks_100.json, intervals4.json, 1, 397497, 3819, 3819, 3819, -72722, 50, 0.005926078823523769, 10502
chess_signed.json, config_venus_chunks_10.json, clusters10.json, 1, 32650, 9097, 9081, 9081, -4507, 50, 0.00000000000010679509160085508, 8764
bundestag_signed.json, config_gaia_chunks_10.json, intervals14.json, 1, 397497, 11761, 11761, 11761, -64780, 50, 0, 12026
bundestag_signed.json, config_gaia_chunks_10.json, intervals6.json, 1, 397497, 2543, 2541, 2541, -73998, 50, 0, 10892
bundestag_signed.json, config_gaia_chunks_100.json, intervals16.json, 1, 397497, 2723, 2723, 2723, -73818, 50, 0, 12404
chess_signed.json, config_venus_chunks_10.json, clusters6.json, 1, 32650, 9139, 9123, 9123, -4465, 50, 0.0000000002371976682482225, 5458
bundestag_signed.json, config_gaia_chunks_10.json, intervals16.json, 1, 397497, 2724, 2723, 2723, -73817, 50, 0, 12718
chess_signed.json, config_gaia_chunks_10.json, clusters4.json, 1, 32650, 9174, 9156, 9156, -4430, 50, 0, 5761
chess_signed.json, config_venus_chunks_100.json, clusters4.json, 1, 32650, 9191, 9187, 9187, -4413, 50, 0.00000000000000036531341710840875, 5990
bundestag_signed.json, config_gaia_chunks_100.json, intervals8.json, 1, 397497, 2694, 2694, 2694, -73847, 50, 0, 11250
chess_signed.json, config_venus_chunks_10.json, clusters12.json, 1, 32650, 9147, 9112, 9112, -4457, 50, 0.000000000000047454992733549254, 10620
chess_signed.json, config_gaia_chunks_100.json, clusters4.json, 1, 32650, 9347, 9342, 9342, -4257, 50, 0, 7543
