instance, struct, config, seed, edge_weight,current, best_batch, best,best_plus_negative_edge_weight, epochs_since_restart, current_temp, runtime_ms
slashdot_signed.json, config_gaia_chunks_10.json, intervals16.json, 3, 498532, 47077, 47009, 47009, -70522, 50, 0, 414970
wikisigned-k2_signed.json, config_gaia_chunks_10.json, intervals4.json, 3, 712337, 39593, 39542, 39542, -44744, 50, 0, 220683
wikiconflict_signed.json, config_gaia_chunks_10.json, intervals12.json, 1, 2014053, 68319, 68271, 68271, -1182735, 50, 0, 851513
wikisigned-k2_signed.json, config_gaia_chunks_10.json, intervals8.json, 3, 712337, 37114, 37066, 37066, -47223, 50, 0, 253962
epinions_signed.json, config_gaia_chunks_10.json, intervals16.json, 2, 708507, 32461, 32450, 32450, -86158, 50, 0, 831323
epinions_signed.json, config_venus_chunks_10.json, intervals4.json, 4, 708507, 34242, 34230, 34230, -84377, 50, 0.00000010402333556464369, 165990
slashdot_signed.json, config_venus_chunks_10.json, intervals4.json, 4, 498532, 51215, 51194, 51194, -66384, 50, 0.000000009126886115970363, 120660
wikisigned-k2_signed.json, config_venus_chunks_10.json, intervals8.json, 3, 712337, 35140, 35110, 35110, -49197, 50, 0.000000013691698343789923, 239812
epinions_signed.json, config_gaia_chunks_10.json, intervals16.json, 3, 708507, 31903, 31852, 31852, -86716, 50, 0, 523527
wikiconflict_signed.json, config_venus_chunks_10.json, intervals12.json, 1, 2014053, 68002, 67960, 67960, -1183052, 50, 0.00000000007025970846324174, 897103
slashdot_signed.json, config_venus_chunks_10.json, intervals16.json, 4, 498532, 44747, 44691, 44691, -72852, 50, 0.000000046223347527895164, 181104
